"time","m.friendly_name_str","m.value","state.state"
"2023-07-17T10:32:19.028+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T10:32:22.896+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T10:32:23.639+01:00","MQTT iPhoneJD Office Raw","0.94",
"2023-07-17T10:32:24.283+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T10:32:27.413+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T10:32:28.520+01:00","MQTT iPhoneJD Office Raw","2.87",
"2023-07-17T10:32:28.974+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T10:32:32.407+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T10:32:33.527+01:00","MQTT iPhoneJD Office Raw","2.2",
"2023-07-17T10:32:36.335+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T10:32:37.436+01:00","MQTT iPhoneJD LivingRoom Raw","3.73",
"2023-07-17T10:32:38.551+01:00","MQTT iPhoneJD Office Raw","1.93",
"2023-07-17T10:32:39.011+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T10:32:42.440+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T10:32:43.599+01:00","MQTT iPhoneJD Office Raw","3.06",
"2023-07-17T10:32:44.150+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T10:32:48.678+01:00","MQTT iPhoneJD Office Raw","2.68",
"2023-07-17T10:32:49.032+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T10:32:53.817+01:00","MQTT iPhoneJD LivingRoom Raw","5.53",
"2023-07-17T10:32:53.948+01:00","MQTT iPhoneJD Office Raw","3.98",
"2023-07-17T10:32:54.376+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T10:32:57.401+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T10:32:58.633+01:00","MQTT iPhoneJD Office Raw","3.27",
"2023-07-17T10:32:58.977+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T10:33:02.538+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T10:33:03.652+01:00","MQTT iPhoneJD Office Raw","1.93",
"2023-07-17T10:33:04.009+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T10:33:07.470+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T10:33:08.554+01:00","MQTT iPhoneJD Office Raw","3.73",
"2023-07-17T10:33:09.093+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T10:33:12.445+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T10:33:13.590+01:00","MQTT iPhoneJD Office Raw","2.2",
"2023-07-17T10:33:17.503+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T10:33:18.986+01:00","MQTT iPhoneJD Office Raw","1.69",
"2023-07-17T10:33:19.064+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T10:33:22.993+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T10:33:23.618+01:00","MQTT iPhoneJD Office Raw","0.82",
"2023-07-17T10:33:27.915+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T10:33:28.526+01:00","MQTT iPhoneJD Office Raw","0.67",
"2023-07-17T10:33:29.061+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T10:33:32.451+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:33:33.543+01:00","MQTT iPhoneJD Office Raw","1.39",
"2023-07-17T10:33:34.532+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T10:33:37.536+01:00","MQTT iPhoneJD LivingRoom Raw","4.54",
"2023-07-17T10:33:38.573+01:00","MQTT iPhoneJD Office Raw","0.82",
"2023-07-17T10:33:42.558+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T10:33:43.569+01:00","MQTT iPhoneJD Office Raw","0.77",
"2023-07-17T10:33:44.254+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T10:33:47.453+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:33:48.523+01:00","MQTT iPhoneJD Office Raw","0.63",
"2023-07-17T10:33:49.665+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T10:33:53.598+01:00","MQTT iPhoneJD Office Raw","1.22",
"2023-07-17T10:33:54.191+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T10:33:57.404+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T10:34:02.508+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T10:34:03.555+01:00","MQTT iPhoneJD Office Raw","1",
"2023-07-17T10:34:03.998+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T10:34:07.461+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T10:34:08.560+01:00","MQTT iPhoneJD Office Raw","0.94",
"2023-07-17T10:34:09.045+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T10:34:12.451+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:34:13.578+01:00","MQTT iPhoneJD Office Raw","0.82",
"2023-07-17T10:34:14.068+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T10:34:17.466+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T10:34:18.698+01:00","MQTT iPhoneJD Office Raw","0.88",
"2023-07-17T10:34:18.981+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T10:34:23.055+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T10:34:23.754+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T10:34:23.915+01:00","MQTT iPhoneJD Office Raw","0.63",
"2023-07-17T10:34:27.865+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T10:34:28.227+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:34:28.543+01:00","MQTT iPhoneJD Office Raw","1",
"2023-07-17T10:34:32.423+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T10:34:32.906+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T10:34:33.546+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T10:34:37.452+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T10:34:37.813+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T10:34:38.591+01:00","MQTT iPhoneJD Office Raw","1",
"2023-07-17T10:34:40.557+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T10:34:42.459+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:34:43.591+01:00","MQTT iPhoneJD Office Raw","0.63",
"2023-07-17T10:34:45.571+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T10:34:47.474+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T10:34:48.537+01:00","MQTT iPhoneJD Office Raw","0.88",
"2023-07-17T10:34:50.406+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T10:34:53.211+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T10:34:54.359+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T10:34:57.957+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T10:35:00.413+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T10:35:02.444+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:35:03.552+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T10:35:05.571+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T10:35:07.463+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T10:35:08.606+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T10:35:10.452+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T10:35:12.476+01:00","MQTT iPhoneJD LivingRoom Raw","1.69",
"2023-07-17T10:35:13.682+01:00","MQTT iPhoneJD Office Raw","0.45",
"2023-07-17T10:35:15.507+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T10:35:17.491+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T10:35:18.523+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T10:35:20.407+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T10:35:22.417+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T10:35:27.152+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T10:35:27.428+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T10:35:28.273+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T10:35:28.748+01:00","MQTT iPhoneJD Office Raw","0.4",
"2023-07-17T10:35:32.542+01:00","MQTT iPhoneJD LivingRoom Raw","1.69",
"2023-07-17T10:35:33.282+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T10:35:33.589+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T10:35:37.471+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T10:35:38.231+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T10:35:41.821+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T10:35:42.500+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T10:35:48.605+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T10:35:51.105+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T10:35:53.242+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T10:35:55.064+01:00","MQTT iPhoneJD Office Raw","0.35",
"2023-07-17T10:35:56.145+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T10:35:57.421+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T10:35:58.963+01:00","MQTT iPhoneJD Office Raw","0.77",
"2023-07-17T10:36:01.075+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T10:36:07.663+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T10:36:08.578+01:00","MQTT iPhoneJD Office Raw","1.93",
"2023-07-17T10:36:11.298+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T10:36:12.489+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T10:36:13.526+01:00","MQTT iPhoneJD Office Raw","0.77",
"2023-07-17T10:36:16.411+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T10:36:17.472+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T10:36:18.522+01:00","MQTT iPhoneJD Office Raw","0.72",
"2023-07-17T10:36:23.750+01:00","MQTT iPhoneJD LivingRoom Raw","1.14",
"2023-07-17T10:36:24.449+01:00","MQTT iPhoneJD Office Raw","2.68",
"2023-07-17T10:36:27.830+01:00","MQTT iPhoneJD LivingRoom Raw","1.58",
"2023-07-17T10:36:28.539+01:00","MQTT iPhoneJD Office Raw","0.82",
"2023-07-17T10:36:31.150+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T10:36:32.434+01:00","MQTT iPhoneJD LivingRoom Raw","3.73",
"2023-07-17T10:36:33.571+01:00","MQTT iPhoneJD Office Raw","1.48",
"2023-07-17T10:36:36.288+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T10:36:38.377+01:00","MQTT iPhoneJD LivingRoom Raw","5.18",
"2023-07-17T10:36:38.670+01:00","MQTT iPhoneJD Office Raw","1.93",
"2023-07-17T10:36:41.076+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T10:36:42.687+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T10:36:43.916+01:00","MQTT iPhoneJD Office Raw","2.51",
"2023-07-17T10:36:46.702+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T10:36:47.404+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T10:36:48.547+01:00","MQTT iPhoneJD Office Raw","5.18",
"2023-07-17T10:36:51.138+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T10:36:52.736+01:00","MQTT iPhoneJD LivingRoom Raw","8.21",
"2023-07-17T10:36:56.664+01:00","MQTT iPhoneJD BedroomJK Raw","2.87",
"2023-07-17T10:36:58.061+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T10:36:58.141+01:00","MQTT iPhoneJD Office Raw","2.06",
"2023-07-17T10:36:58.647+01:00","MQTT iPhoneJD Office Raw","2.87",
"2023-07-17T10:37:01.075+01:00","MQTT iPhoneJD BedroomJK Raw","2.06",
"2023-07-17T10:37:03.564+01:00","MQTT iPhoneJD Office Raw","2.06",
"2023-07-17T10:37:06.492+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T10:37:07.462+01:00","MQTT iPhoneJD LivingRoom Raw","3.73",
"2023-07-17T10:37:08.521+01:00","MQTT iPhoneJD Office Raw","1.69",
"2023-07-17T10:37:11.083+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T10:37:12.484+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T10:37:13.523+01:00","MQTT iPhoneJD Office Raw","2.87",
"2023-07-17T10:37:16.088+01:00","MQTT iPhoneJD BedroomJK Raw","2.87",
"2023-07-17T10:37:17.406+01:00","MQTT iPhoneJD LivingRoom Raw","7.69",
"2023-07-17T10:37:18.527+01:00","MQTT iPhoneJD Office Raw","4.54",
"2023-07-17T10:37:21.120+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T10:37:22.406+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T10:37:23.532+01:00","MQTT iPhoneJD Office Raw","3.73",
"2023-07-17T10:37:27.424+01:00","MQTT iPhoneJD LivingRoom Raw","7.2",
"2023-07-17T10:37:28.546+01:00","MQTT iPhoneJD Office Raw","4.85",
"2023-07-17T10:37:30.221+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:37:05.443+01:00","MQTT iPhoneJD BedroomJK Raw","8.77",
"2023-07-17T11:37:10.460+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T11:37:14.869+01:00","MQTT iPhoneJD LivingRoom Raw","8.21",
"2023-07-17T11:37:15.669+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T11:37:19.271+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T11:37:19.876+01:00","MQTT iPhoneJD LivingRoom Raw","6.31",
"2023-07-17T11:37:20.624+01:00","MQTT iPhoneJD Office Raw","3.06",
"2023-07-17T11:37:24.595+01:00","MQTT iPhoneJD Office Raw","2.2",
"2023-07-17T11:37:24.928+01:00","MQTT iPhoneJD LivingRoom Raw","4.54",
"2023-07-17T11:37:26.467+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T11:37:26.979+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T11:37:29.599+01:00","MQTT iPhoneJD Office Raw","2.87",
"2023-07-17T11:37:29.737+01:00","MQTT iPhoneJD LivingRoom Raw","5.53",
"2023-07-17T11:37:31.970+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T11:37:33.593+01:00","MQTT iPhoneJD Office Raw","1.3",
"2023-07-17T11:37:34.752+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:37:36.982+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T11:37:37.479+01:00","MQTT iPhoneJD Office Raw","0.94",
"2023-07-17T11:37:38.415+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T11:37:40.448+01:00","MQTT iPhoneJD Office Raw","1",
"2023-07-17T11:37:41.289+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:37:43.052+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T11:37:45.406+01:00","MQTT iPhoneJD Office Raw","4.85",
"2023-07-17T11:37:46.286+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T11:37:47.022+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T11:37:48.452+01:00","MQTT iPhoneJD LivingRoom Raw","1.07",
"2023-07-17T11:37:50.404+01:00","MQTT iPhoneJD Office Raw","2.87",
"2023-07-17T11:37:51.965+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T11:37:52.131+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T11:37:55.415+01:00","MQTT iPhoneJD Office Raw","4.54",
"2023-07-17T11:37:57.159+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:38:00.028+01:00","MQTT iPhoneJD LivingRoom Raw","5.18",
"2023-07-17T11:38:05.147+01:00","MQTT iPhoneJD LivingRoom Raw","6.74",
"2023-07-17T11:38:05.555+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T11:38:08.102+01:00","MQTT iPhoneJD Office Raw","5.53",
"2023-07-17T11:38:09.647+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T11:38:10.190+01:00","MQTT iPhoneJD LivingRoom Raw","7.2",
"2023-07-17T11:38:12.747+01:00","MQTT iPhoneJD BedroomJK Raw","9.36",
"2023-07-17T11:38:15.189+01:00","MQTT iPhoneJD LivingRoom Raw","6.74",
"2023-07-17T11:38:20.194+01:00","MQTT iPhoneJD LivingRoom Raw","7.2",
"2023-07-17T11:38:21.637+01:00","MQTT iPhoneJD LivingRoom Raw","8.21",
"2023-07-17T11:38:22.379+01:00","MQTT iPhoneJD BedroomJK Raw","8.77",
"2023-07-17T11:38:22.443+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:38:26.543+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:38:27.466+01:00","MQTT iPhoneJD Office Raw","5.53",
"2023-07-17T11:38:31.553+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:38:32.725+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:38:33.432+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T11:38:34.761+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T11:38:37.411+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T11:38:38.422+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:38:39.767+01:00","MQTT iPhoneJD LivingRoom Raw","4.25",
"2023-07-17T11:38:42.407+01:00","MQTT iPhoneJD Office Raw","5.18",
"2023-07-17T11:38:43.450+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T11:38:44.767+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T11:38:47.435+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T11:38:49.724+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:38:51.013+01:00","MQTT iPhoneJD Office Raw","11.41",
"2023-07-17T11:38:54.733+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:38:56.035+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T11:38:58.422+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:38:59.729+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:39:01.044+01:00","MQTT iPhoneJD Office Raw","5.18",
"2023-07-17T11:39:03.421+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:39:04.780+01:00","MQTT iPhoneJD LivingRoom Raw","5.18",
"2023-07-17T11:39:06.000+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T11:39:09.844+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:39:11.000+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T11:39:13.448+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:39:14.805+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T11:39:16.003+01:00","MQTT iPhoneJD Office Raw","5.53",
"2023-07-17T11:39:19.720+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:39:21.012+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T11:39:24.744+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T11:39:26.063+01:00","MQTT iPhoneJD Office Raw","4.85",
"2023-07-17T11:39:27.585+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T11:39:29.744+01:00","MQTT iPhoneJD LivingRoom Raw","5.91",
"2023-07-17T11:39:31.057+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T11:39:31.905+01:00","MQTT iPhoneJD BedroomJK Raw","9.36",
"2023-07-17T11:39:33.414+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:39:36.009+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T11:39:36.907+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T11:39:38.420+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T11:39:38.642+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:39:43.438+01:00","MQTT iPhoneJD LivingRoom Raw","5.91",
"2023-07-17T11:39:46.043+01:00","MQTT iPhoneJD Office Raw","5.53",
"2023-07-17T11:39:48.388+01:00","MQTT iPhoneJD LivingRoom Raw","5.53",
"2023-07-17T11:39:51.026+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T11:39:53.395+01:00","MQTT iPhoneJD LivingRoom Raw","4.25",
"2023-07-17T11:39:53.687+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:39:56.054+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:40:01.052+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T11:40:03.414+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:40:06.001+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:40:08.435+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T11:40:08.641+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:40:11.000+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T11:40:13.385+01:00","MQTT iPhoneJD LivingRoom Raw","6.31",
"2023-07-17T11:40:16.018+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T11:40:17.956+01:00","MQTT iPhoneJD LivingRoom Raw","7.69",
"2023-07-17T11:40:18.677+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:40:21.027+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:40:22.962+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:40:27.915+01:00","MQTT iPhoneJD LivingRoom Raw","3.73",
"2023-07-17T11:40:28.642+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T11:40:31.051+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T11:40:32.914+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:40:33.649+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T11:40:36.076+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:40:37.924+01:00","MQTT iPhoneJD LivingRoom Raw","4.54",
"2023-07-17T11:40:41.021+01:00","MQTT iPhoneJD Office Raw","4.54",
"2023-07-17T11:40:42.951+01:00","MQTT iPhoneJD LivingRoom Raw","4.25",
"2023-07-17T11:40:43.662+01:00","MQTT iPhoneJD BedroomJK Raw","6.74",
"2023-07-17T11:40:46.014+01:00","MQTT iPhoneJD Office Raw","5.53",
"2023-07-17T11:40:47.987+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:40:48.676+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:40:51.023+01:00","MQTT iPhoneJD Office Raw","4.85",
"2023-07-17T11:40:52.962+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:40:56.049+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T11:40:57.920+01:00","MQTT iPhoneJD LivingRoom Raw","7.2",
"2023-07-17T11:40:58.643+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:40:59.325+01:00","MQTT iPhoneJD LivingRoom Raw","8.77",
"2023-07-17T11:41:01.000+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T11:41:04.349+01:00","MQTT iPhoneJD LivingRoom Raw","6.74",
"2023-07-17T11:41:06.004+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T11:41:09.301+01:00","MQTT iPhoneJD LivingRoom Raw","3.27",
"2023-07-17T11:41:11.006+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T11:41:14.370+01:00","MQTT iPhoneJD LivingRoom Raw","4.85",
"2023-07-17T11:41:19.097+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:41:19.325+01:00","MQTT iPhoneJD LivingRoom Raw","6.31",
"2023-07-17T11:41:21.035+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T11:41:24.120+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T11:41:26.057+01:00","MQTT iPhoneJD Office Raw","9.36",
"2023-07-17T11:41:29.136+01:00","MQTT iPhoneJD BedroomJK Raw","7.2",
"2023-07-17T11:41:29.336+01:00","MQTT iPhoneJD LivingRoom Raw","5.91",
"2023-07-17T11:41:31.063+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T11:41:34.062+01:00","MQTT iPhoneJD BedroomJK Raw","9.36",
"2023-07-17T11:41:36.075+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T11:41:39.351+01:00","MQTT iPhoneJD LivingRoom Raw","8.21",
"2023-07-17T11:41:40.822+01:00","MQTT iPhoneJD LivingRoom Raw","5.91",
"2023-07-17T11:41:44.080+01:00","MQTT iPhoneJD BedroomJK Raw","8.21",
"2023-07-17T11:41:45.821+01:00","MQTT iPhoneJD LivingRoom Raw","3.73",
"2023-07-17T11:41:49.096+01:00","MQTT iPhoneJD BedroomJK Raw","7.69",
"2023-07-17T11:41:49.098+01:00","MQTT iPhoneJD LivingRoom Raw","3.98",
"2023-07-17T11:41:51.044+01:00","MQTT iPhoneJD Office Raw","5.53",
